IES.PADRE,IES_NOMBRE,SECTOR_IES,CIUDAD,Programa.Académico,NIVEL_ACADÉMICO,Sexo,Año,Graduados
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,TECNOLOGIA JURIDICA,PREGRADO,MUJER,2007,50
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ECONOMIA,PREGRADO,MUJER,2015,13
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,GESTION EMPRESARIAL,PREGRADO,MUJER,2011,55
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA QUIMICA,PREGRADO,HOMBRE,2008,27
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,BELLAS ARTES,PREGRADO,HOMBRE,2006,4
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,TECNOLOGIA EMPRESARIAL,PREGRADO,MUJER,2002,133
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,TECNOLOGIA JURIDICA,PREGRADO,MUJER,2005,28
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,GESTION EMPRESARIAL,PREGRADO,MUJER,2009,1
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,GESTION EMPRESARIAL,PREGRADO,HOMBRE,2002,23
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN GERENCIA DE MANTENIMIENTO,POSGRADO,HOMBRE,2012,30
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,MUJER,2007,58
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,LICENCIATURA EN ESPAÑOL Y LITERATURA,PREGRADO,MUJER,2013,20
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,MUJER,2015,49
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,MAESTRIA EN INGENIERIA DE MATERIALES,POSGRADO,HOMBRE,2008,1
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA DE PETROLEOS,PREGRADO,MUJER,2014,27
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA DE PETROLEOS,PREGRADO,HOMBRE,2008,45
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA QUIMICA,PREGRADO,MUJER,2008,37
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA DE PETROLEOS,PREGRADO,HOMBRE,2012,53
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA MECANICA,PREGRADO,HOMBRE,2007,52
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,LICENCIATURA EN MATEMATICAS,PREGRADO,HOMBRE,2009,1
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA QUIMICA,PREGRADO,HOMBRE,2006,12
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,TECNOLOGIA EMPRESARIAL,PREGRADO,MUJER,2009,38
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,LICENCIATURA EN ESPAÑOL Y LITERATURA,PREGRADO,MUJER,2008,8
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA METALURGICA,PREGRADO,HOMBRE,2002,20
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,TECNOLOGIA EMPRESARIAL,PREGRADO,MUJER,2006,42
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA CIVIL,PREGRADO,HOMBRE,2001,43
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,MAESTRIA EN QUIMICA,POSGRADO,MUJER,2015,3
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,HOMBRE,2011,52
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ENFERMERIA,PREGRADO,MUJER,2009,2
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,PREGRADO,MUJER,2009,3
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN PRODUCCION DE HIDROCARBUROS,POSGRADO,MUJER,2011,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA QUIMICA,PREGRADO,MUJER,2009,20
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,GESTION EMPRESARIAL,PREGRADO,MUJER,2001,71
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,BIOLOGIA,PREGRADO,MUJER,2008,17
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA MECANICA,PREGRADO,HOMBRE,2014,83
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN DOCENCIA UNIVERSITARIA,POSGRADO,MUJER,2004,13
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ECONOMIA,PREGRADO,MUJER,2012,12
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN ALTA GERENCIA,POSGRADO,MUJER,2003,148
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,NUTRICION Y DIETETICA,PREGRADO,HOMBRE,2003,4
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN GERENCIA DE PROYECTOS DE CONSTRUCCION,POSGRADO,HOMBRE,2013,1
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN GERENCIA DE HIDROCARBUROS,POSGRADO,HOMBRE,2014,26
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,GESTION EMPRESARIAL,PREGRADO,MUJER,2001,43
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA CIVIL,PREGRADO,HOMBRE,2009,4
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,TECNOLOGIA EMPRESARIAL,PREGRADO,HOMBRE,2011,23
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,HOMBRE,2012,38
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA ELECTRICA,PREGRADO,HOMBRE,2009,16
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,TECNOLOGIA EMPRESARIAL,PREGRADO,MUJER,2012,111
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,BACTERIOLOGIA Y LABORATORIO CLINICO,PREGRADO,HOMBRE,2013,5
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACIÓN EN EVALUACIÓN Y GERENCIA DE PROYECTOS,POSGRADO,MUJER,2013,12
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,MAESTRIA EN PEDAGOGIA,POSGRADO,MUJER,2010,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA CIVIL,PREGRADO,HOMBRE,2008,22
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,DERECHO,PREGRADO,MUJER,2010,18
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,HOMBRE,2010,58
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA DE PETROLEOS,PREGRADO,HOMBRE,2004,14
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA DE SISTEMAS,PREGRADO,HOMBRE,2005,36
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA DE SISTEMAS,PREGRADO,MUJER,2008,15
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN EVALUACION Y GERENCIA DE PROYECTOS,POSGRADO,HOMBRE,2010,2
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,QUIMICA,PREGRADO,MUJER,2013,17
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ECONOMIA,PREGRADO,MUJER,2008,24
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN ALTA GERENCIA,POSGRADO,HOMBRE,2007,13
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,TECNOLOGIA EMPRESARIAL,PREGRADO,MUJER,2011,95
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,HOMBRE,2003,35
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA QUIMICA,PREGRADO,HOMBRE,2009,5
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA MECANICA,PREGRADO,HOMBRE,2008,46
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN INGENIERIA AMBIENTAL,POSGRADO,HOMBRE,2003,132
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,DERECHO,PREGRADO,MUJER,2015,24
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,GEOLOGIA,PREGRADO,MUJER,2011,4
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA CIVIL,PREGRADO,HOMBRE,2009,2
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,NUTRICION Y DIETETICA,PREGRADO,MUJER,2015,35
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ECONOMIA,PREGRADO,MUJER,2001,20
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,LICENCIATURA EN MUSICA,PREGRADO,HOMBRE,2014,16
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,FISICA,PREGRADO,MUJER,2008,5
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA DE PETROLEOS,PREGRADO,HOMBRE,2008,20
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,HOMBRE,2014,36
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA FORESTAL,PREGRADO,MUJER,2004,8
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA METALURGICA,PREGRADO,HOMBRE,2011,20
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,MUJER,2013,62
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA ELECTRONICA,PREGRADO,HOMBRE,2004,35
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN INGENIERIA AMBIENTAL,POSGRADO,HOMBRE,2009,1
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,MAESTRIA EN GEOTECNIA,POSGRADO,HOMBRE,2014,7
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,TECNOLOGIA AGROPECUARIA,PREGRADO,MUJER,2009,5
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN GERENCIA DE MANTENIMIENTO,POSGRADO,HOMBRE,2009,5
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA METALURGICA,PREGRADO,MUJER,2010,13
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA DE SISTEMAS,PREGRADO,MUJER,2005,13
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA MECANICA,PREGRADO,HOMBRE,2005,26
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,MAESTRIA EN INGENIERIA DE SISTEMAS E INFORMATICA,POSGRADO,HOMBRE,2012,8
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,PRODUCCION AGROINDUSTRIAL,PREGRADO,HOMBRE,2014,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,BIOLOGIA,PREGRADO,MUJER,2013,13
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ENFERMERIA,PREGRADO,MUJER,2007,25
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA DE SISTEMAS,PREGRADO,HOMBRE,2009,30
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,TECNOLOGIA AGROPECUARIA,PREGRADO,HOMBRE,2011,43
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,TECNOLOGIA EMPRESARIAL,PREGRADO,MUJER,2014,75
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,MUJER,2010,34
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA MECANICA,PREGRADO,HOMBRE,2011,62
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,TRABAJO SOCIAL,PREGRADO,MUJER,2002,22
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,MUJER,2014,93
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA ELECTRICA,PREGRADO,HOMBRE,2015,37
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA ELECTRONICA,PREGRADO,HOMBRE,2015,26
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA DE PETROLEOS,PREGRADO,MUJER,2013,38
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,GESTION EMPRESARIAL,PREGRADO,MUJER,2003,122
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN GERENCIA PUBLICA,POSGRADO,MUJER,2009,2
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,BIOLOGIA,PREGRADO,HOMBRE,2003,3
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,MEDICINA,PREGRADO,HOMBRE,2005,51
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA CIVIL,PREGRADO,HOMBRE,2009,33
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,DISEÑO INDUSTRIAL,PREGRADO,MUJER,2001,10
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,MUJER,2014,67
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA ELECTRICA,PREGRADO,HOMBRE,2013,37
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN ESTADISTICA,POSGRADO,MUJER,2010,6
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA ELECTRICA,PREGRADO,HOMBRE,2004,21
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN INGENIERIA AMBIENTAL,POSGRADO,MUJER,2014,9
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN GESTION PUBLICA,POSGRADO,MUJER,2003,87
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,TRABAJO SOCIAL,PREGRADO,MUJER,2013,50
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,INGENIERIA CIVIL,PREGRADO,MUJER,2014,32
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,ESPECIALIZACION EN EVALUACION Y GERENCIA DE PROYECTOS,POSGRADO,MUJER,2012,19
1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,OFICIAL,SANTANDER,BIOLOGIA,PREGRADO,MUJER,2005,9
